group,product_count,mean_price,mean_promo_density_total,mean_promo_density_natural_clean,mean_promo_density_sensorial,mean_promo_density_efficacy,mean_abstractness_ratio,mean_semantic_gap_coarse,mean_trust_response_index,mean_lockin_index,mean_scenario_entropy,mean_skepticism_ratio,mean_white_cast_review_share,mean_greasy_texture_review_share,mean_burn_failure_review_share,mean_price_value_review_share
high_natural_promo,50,20.286250000000003,7.496911433464369,3.8285884223101823,0.8152685227265303,2.713326751886888,0.22797982997394758,0.7672223783098211,0.059079461934298895,0.7687855745195289,0.2312144254804713,0.04671196947677153,0.06039999999999999,0.18224,0.03928,0.03232
low_natural_promo,50,14.964186046511628,4.029051878374685,0.4094973203555938,0.8866511538397489,2.609267756747916,0.09748010173969252,0.7742598540747103,0.05110813394651331,0.8554211581066414,0.14457884189335846,0.041291297129771996,0.019520000000000003,0.16776,0.04063999999999999,0.02796
